name,question_1,question_2,question_4,question_5,question_6,question_7,question_8,question_9,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_18,question_19,question_20
hs8798,0,2,0,0,0,4,7,0,10,0,0,10,10,7,8,10,0,10,0
hs15395,0,5,0,0,0,10,1,0,10,0,0,10,10,5,8,10,0,10,0
hs1620,0,8,0,0,0,0,7,0,10,0,0,10,10,7,7,10,0,10,0
hs8656,0,7,0,0,0,1,7,0,10,0,0,10,10,5,7,10,0,10,0
hs7163,0,0,0,0,0,1,7,0,10,0,0,10,10,0,1,10,0,10,0
hs2815,0,8,0,0,0,1,7,0,10,0,0,10,10,0,4,10,0,10,0
hs7415,0,0,0,0,0,5,7,0,10,0,0,10,10,2,7,10,0,10,0
hs7666,0,3,0,0,0,4,7,0,10,0,0,10,10,8,8,10,0,10,0
hs20454,0,6,0,0,0,1,7,10,10,0,0,10,4,7,8,10,0,10,0
hs3688,0,6,0,0,0,0,7,10,10,0,0,10,4,3,6,10,0,10,0
hs5965,0,7,0,0,0,0,7,0,10,0,0,10,10,1,6,10,0,10,0
hs1388,0,5,0,0,0,2,7,0,10,0,0,10,10,0,7,10,0,10,0
hs17299,0,2,0,0,0,2,7,10,10,0,0,10,8,3,7,10,0,10,0
hs2292,0,4,0,0,0,1,7,0,10,0,0,10,10,0,6,10,0,10,0
hs4225,0,8,0,0,0,0,7,0,10,0,0,10,10,1,7,10,0,10,0
hs6274,0,7,0,0,0,0,7,0,10,0,0,10,10,2,6,10,0,10,0
hs1728,0,8,0,0,0,0,7,10,10,0,0,10,2,2,4,10,0,10,0
hs7655,0,8,0,0,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs5282,0,8,0,0,0,0,7,10,10,0,0,10,2,4,8,10,0,10,0
hs200,0,9,0,0,0,0,7,10,10,0,0,10,1,3,7,10,0,10,0
hs4420,0,8,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs17034,0,2,0,0,0,3,7,0,10,0,0,10,10,3,7,10,0,10,0
hs18929,0,6,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs17741,0,8,0,0,0,0,7,0,10,0,0,10,10,4,7,10,0,10,0
hs20049,0,1,0,0,0,10,7,0,10,0,0,10,10,8,8,10,0,10,0
hs8247,1,3,0,0,0,1,7,10,10,0,0,10,7,7,7,10,0,10,0
hs3108,0,6,0,0,0,1,7,10,10,0,0,10,4,6,7,10,0,10,0
hs3401,0,4,0,0,0,0,7,10,10,0,0,10,6,0,6,10,0,10,0
hs19688,0,7,0,0,0,0,7,0,10,0,0,10,10,4,5,10,0,10,0
hs24,0,7,0,0,0,1,7,0,10,0,0,10,10,1,7,10,0,10,0
hs8302,0,6,0,0,0,0,7,10,10,0,0,10,4,1,6,10,0,10,0
hs7425,0,0,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs8486,0,5,0,0,0,1,7,10,10,0,0,10,5,1,6,10,0,10,0
hs6633,0,6,0,0,0,3,7,0,10,0,0,10,10,5,6,10,0,10,0
hs9728,0,8,0,0,0,0,7,0,10,0,0,10,10,5,7,10,0,10,0
hs2421,0,9,0,0,0,0,7,10,10,0,0,10,1,0,4,10,0,10,0
hs8554,0,5,0,0,0,3,7,0,10,0,0,10,10,1,7,10,0,10,0
hs7098,0,7,0,10,0,1,7,0,10,0,0,10,10,2,7,10,0,10,0
hs21328,0,2,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs11932,0,4,0,0,0,2,7,0,10,0,0,10,10,7,7,10,0,10,0
hs12109,0,5,0,0,0,2,7,10,10,0,0,10,5,6,7,10,0,10,0
hs11378,0,9,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs1635,0,6,0,0,0,1,7,0,10,0,0,10,10,0,4,10,0,10,0
hs6730,0,9,0,0,0,0,7,0,10,0,0,10,10,7,7,10,0,10,0
hs629,0,7,0,0,0,0,7,10,10,0,0,10,3,1,6,10,0,10,0
hs9938,0,5,0,0,0,3,7,0,10,0,0,10,10,7,7,10,0,10,0
hs20069,0,7,0,0,0,2,7,10,10,0,0,10,3,10,10,10,0,10,0
hs8967,0,3,0,0,0,3,7,0,10,0,0,10,10,1,5,10,0,10,0
hs8676,0,10,0,0,0,3,7,10,10,0,0,10,0,2,5,10,0,10,0
hs16606,0,7,0,0,0,1,7,10,10,0,0,10,3,7,7,10,0,10,0
hs5022,0,8,0,0,0,4,7,0,10,0,0,10,10,5,7,10,0,10,0
hs18278,0,8,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs9580,0,0,0,0,0,2,7,0,10,0,0,10,10,1,2,10,0,10,0
hs3917,0,7,0,0,0,3,7,0,10,0,0,10,10,5,7,10,0,10,0
hs8094,0,8,0,0,0,2,7,0,10,0,0,10,10,3,7,10,0,10,0
hs5472,0,6,0,0,0,1,7,0,10,0,0,10,10,5,7,10,0,10,0
hs7254,0,2,0,0,0,5,7,0,10,0,0,10,10,1,4,10,0,10,0
hs10009,0,6,0,0,0,3,7,0,10,0,0,10,10,4,7,10,0,10,0
hs16521,0,4,0,0,0,2,7,10,10,0,0,10,6,5,7,10,0,10,0
hs11743,0,9,0,0,0,2,7,0,10,0,0,10,10,6,7,10,0,10,0
hs16285,0,3,0,0,0,1,7,10,10,0,0,10,7,4,5,10,0,10,0
hs12822,0,10,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs7730,0,8,0,0,0,0,7,10,10,0,0,10,2,3,7,10,0,10,0
hs11434,0,7,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs2665,1,8,0,0,0,6,7,0,10,0,0,10,10,0,5,10,0,10,0
hs17303,1,3,0,0,0,4,7,10,10,0,0,10,7,8,8,10,0,10,0
hs1651,0,5,0,0,0,1,7,0,10,0,0,10,10,0,6,10,0,10,0
hs15295,0,3,0,0,0,5,7,0,10,0,0,10,10,4,5,10,0,10,0
hs7613,0,1,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs185,0,6,0,0,0,1,7,0,10,0,0,10,10,4,7,10,0,10,0
hs11695,0,7,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs5569,0,7,0,0,0,0,7,0,10,0,0,10,10,1,6,10,0,10,0
hs21359,0,8,0,0,0,3,7,0,10,0,0,10,10,7,8,10,0,10,0
hs7555,0,10,0,0,0,5,7,0,10,0,0,10,10,6,7,10,0,10,0
hs1515,0,4,0,0,0,2,7,0,10,0,0,10,10,7,7,10,0,10,0
hs1191,0,5,0,0,0,1,7,0,10,0,0,10,10,0,7,10,0,10,0
hs7845,0,6,0,0,0,3,7,0,10,0,0,10,10,6,7,10,0,10,0
hs8243,0,4,0,0,0,3,7,0,10,0,0,10,10,0,6,10,0,10,0
hs10494,0,10,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs13412,0,2,0,0,0,3,7,0,10,0,0,10,10,5,5,10,0,10,0
hs4001,0,4,0,0,0,2,7,0,10,0,0,10,10,5,7,10,0,10,0
hs9632,0,7,10,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs13020,0,6,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs19809,1,10,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs2828,0,9,0,0,0,3,7,0,10,0,0,10,10,0,5,10,0,10,0
hs10178,0,5,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs16731,0,8,0,0,0,2,7,0,10,0,0,10,10,4,7,10,0,10,0
hs11704,0,9,0,10,0,3,7,0,10,0,0,10,10,4,7,10,0,10,0
hs5438,0,2,0,0,0,6,7,0,10,0,0,10,10,4,5,10,0,10,0
hs12345,0,0,0,0,0,6,7,0,10,0,0,10,10,10,10,10,0,10,0
hs3168,0,9,0,0,0,2,7,0,10,0,0,10,10,10,10,10,0,10,0
hs441,0,0,0,0,0,2,7,0,10,0,0,10,10,0,1,10,0,10,0
hs6093,0,0,0,0,0,3,7,0,10,0,0,10,10,5,7,10,0,10,0
hs18243,0,8,0,0,0,3,7,0,10,0,0,10,10,10,10,10,0,10,0
hs740,0,5,0,0,0,4,7,0,10,0,0,10,10,0,7,10,0,10,0
hs3259,0,1,0,0,0,4,7,0,10,0,0,10,10,4,6,10,0,10,0
hs4548,0,6,0,0,0,2,7,0,10,0,0,10,10,0,5,10,0,10,0
hs4833,0,5,0,0,0,4,7,10,10,0,0,10,5,2,4,10,0,10,0
hs19462,1,6,0,0,10,3,7,10,10,0,0,10,4,6,6,10,0,10,0
hs3411,0,3,0,0,0,2,7,0,10,0,0,10,10,3,6,10,0,10,0
hs14556,0,4,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs17486,0,1,0,0,0,10,7,0,10,0,0,10,10,8,8,10,0,10,0
hs9731,0,1,0,0,0,10,7,0,10,0,0,10,10,3,4,10,0,10,0
hs10889,0,1,0,0,0,10,7,0,10,0,0,10,10,7,8,10,0,10,0
hs16909,0,10,0,0,0,5,7,0,10,0,0,10,10,5,6,10,0,10,0
hs4570,0,7,0,0,0,1,7,0,10,0,0,10,10,0,1,10,0,10,0
hs2534,0,3,0,0,10,6,7,0,10,0,0,10,10,2,5,10,0,10,0
hs18841,0,3,0,0,0,6,7,0,10,0,0,10,10,7,7,10,0,10,0
hs21704,0,5,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs17065,0,3,0,0,0,1,7,0,10,0,0,10,10,3,7,10,0,10,0
hs14805,0,2,0,0,0,10,7,0,10,0,0,10,10,4,5,10,0,10,0
hs10436,0,0,0,0,0,4,7,0,10,0,0,10,10,8,8,10,0,10,0
hs5132,0,2,0,0,10,6,7,0,10,0,0,10,10,4,5,10,0,10,0
hs920,0,0,0,0,0,10,7,0,10,0,0,10,10,6,7,10,0,10,0
hs6569,0,0,0,0,0,10,7,0,10,0,0,10,10,1,3,10,0,10,0
hs8534,0,0,0,0,0,2,7,0,10,0,0,10,10,6,6,10,0,10,0
hs19129,0,0,0,0,0,10,7,0,10,0,0,10,10,10,10,10,0,10,0
hs11556,0,2,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs5374,0,2,0,0,10,10,7,0,10,0,0,10,10,7,7,10,0,10,0
hs10526,0,5,0,0,0,1,7,10,10,0,0,10,5,1,6,10,0,10,0
hs6648,0,9,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs1416,0,1,0,0,0,10,7,0,10,0,0,10,10,0,4,10,0,10,0
hs20553,0,3,0,0,0,10,7,0,10,0,0,10,10,7,8,10,0,10,0
hs4822,0,0,0,0,0,10,7,0,10,0,0,10,10,2,5,10,0,10,0
hs989,0,7,0,0,0,2,7,0,10,0,0,10,10,0,6,10,0,10,0
hs3547,0,3,0,0,0,4,7,0,10,0,0,10,10,7,8,10,0,10,0
hs15808,0,7,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs5405,0,2,0,0,0,10,7,0,10,0,0,10,10,3,6,10,0,10,0
hs10921,0,6,0,0,0,2,7,10,10,0,0,10,4,3,7,10,0,10,0
hs1298,0,6,0,0,0,2,7,0,10,0,0,10,10,2,6,10,0,10,0
hs6352,0,5,0,0,0,6,7,0,10,0,0,10,10,2,6,10,0,10,0
hs6359,0,10,0,0,0,1,7,0,10,0,0,10,10,0,3,10,0,10,0
hs6738,0,7,0,0,0,2,7,0,10,0,0,10,10,2,7,10,0,10,0
hs2320,0,3,0,0,0,1,7,0,10,0,0,10,10,1,6,10,0,10,0
hs13842,0,1,0,0,0,6,7,0,10,0,0,10,10,6,7,10,0,10,0
hs13120,0,2,0,0,0,4,7,0,10,0,0,10,10,4,6,10,0,10,0
hs8727,0,0,0,0,0,5,7,0,10,0,0,10,10,1,5,10,0,10,0
hs6079,0,2,0,0,0,5,7,0,10,0,0,10,10,1,4,10,0,10,0
hs17509,0,0,0,0,0,3,7,0,10,0,0,10,10,10,10,10,0,10,0
hs2176,0,6,0,0,0,3,7,0,10,0,0,10,10,2,6,10,0,10,0
hs2785,0,6,0,0,0,1,7,0,10,0,0,10,10,1,6,10,0,10,0
hs6540,0,3,0,0,0,2,7,0,10,0,0,10,10,3,4,10,0,10,0
hs17083,0,2,0,0,0,10,7,0,10,0,0,10,10,7,8,10,0,10,0
hs14077,0,0,0,0,0,6,7,0,10,0,0,10,10,10,10,10,0,10,0
hs7481,2,9,0,0,0,6,7,0,10,0,0,10,10,3,6,10,0,10,0
hs863,0,5,0,0,0,3,7,0,10,0,0,10,10,0,5,10,0,10,0
hs1591,0,7,0,0,0,6,7,10,10,0,0,10,3,0,6,10,0,10,0
hs9476,0,0,0,0,0,10,7,0,10,0,0,10,10,6,6,10,0,10,0
hs5958,0,2,0,0,10,6,7,0,10,0,0,10,10,1,4,10,0,10,0
hs20111,0,3,0,0,0,5,7,0,10,0,0,10,10,7,8,10,0,10,0
hs13003,0,0,0,0,0,10,7,0,10,0,0,10,10,10,10,10,0,10,0
hs2684,0,5,0,0,0,2,7,0,10,0,0,10,10,1,5,10,0,10,0
hs19526,0,5,0,0,0,2,7,10,10,0,0,10,5,10,10,10,0,10,0
hs2032,0,4,0,0,0,4,7,0,10,0,0,10,10,4,7,10,0,10,0
hs6841,0,2,0,0,0,10,7,0,10,0,0,10,10,7,7,10,0,10,0
hs452,0,1,0,0,0,10,7,0,10,0,0,10,10,2,7,10,0,10,0
hs11595,0,2,0,0,0,10,7,0,10,0,0,10,10,5,7,10,0,10,0
hs5999,0,5,0,0,0,5,7,0,10,0,0,10,10,8,8,10,0,10,0
hs7002,0,1,0,0,10,10,7,0,10,0,0,10,10,1,5,10,0,10,0
hs5239,0,0,0,0,0,10,7,0,10,0,0,10,10,2,4,10,0,10,0
hs9931,0,0,0,0,0,10,7,0,10,0,0,10,10,6,7,10,0,10,0
hs20806,0,0,0,0,0,10,7,0,10,0,0,10,10,5,6,10,0,10,0
hs2902,0,0,0,0,0,10,7,0,10,0,0,10,10,0,4,10,0,10,0
hs1871,0,7,0,0,0,0,7,10,10,0,0,10,3,1,3,10,0,10,0
hs14815,0,0,0,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs10396,0,10,0,0,0,2,1,0,10,0,0,10,10,3,6,10,0,10,0
hs11961,0,6,0,0,0,2,7,0,10,0,0,10,10,7,7,10,0,10,0
hs5062,0,2,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs2896,0,4,0,0,0,3,1,0,10,0,0,10,10,4,6,10,0,10,0
hs17929,0,9,0,0,0,0,7,0,10,0,0,10,10,4,7,10,0,10,0
hs9191,0,0,0,0,0,3,1,0,10,0,0,10,10,7,7,10,0,10,0
hs6478,0,1,10,0,10,10,1,0,10,0,0,10,10,4,6,10,0,10,0
hs9066,0,7,0,0,0,4,1,0,10,0,0,10,10,5,8,10,0,10,0
hs9964,0,5,0,0,0,2,1,0,10,0,0,10,10,6,8,10,0,10,0
hs15570,0,10,0,0,0,3,7,0,10,0,0,10,10,6,7,10,0,10,0
hs20810,0,6,0,0,0,1,7,0,10,0,0,10,10,5,7,10,0,10,0
hs1302,0,3,0,0,0,2,7,0,10,0,0,10,10,0,3,10,0,10,0
hs13166,0,6,0,0,0,2,7,0,10,0,0,10,10,7,7,10,0,10,0
hs8530,0,2,0,0,0,3,7,0,10,0,0,10,10,1,5,10,0,10,0
hs9739,0,7,0,0,0,2,7,0,10,0,0,10,10,2,2,10,0,10,0
hs7573,0,2,0,0,0,4,1,0,10,0,0,10,10,1,5,10,0,10,0
hs21864,0,0,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs15852,0,1,0,0,0,10,1,0,10,0,0,10,10,4,5,10,0,10,0
hs15127,0,3,0,0,0,3,7,0,10,0,0,10,10,6,7,10,0,10,0
hs8033,0,8,10,10,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs9016,0,2,0,0,0,4,7,0,10,0,0,10,10,1,5,10,0,10,0
hs2079,0,1,0,0,0,4,1,0,10,0,0,10,10,1,4,10,0,10,0
hs15578,0,10,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11254,0,0,0,0,0,0,1,0,10,0,0,10,10,1,1,10,0,10,0
hs15109,0,7,0,0,0,0,1,0,10,0,0,10,10,4,5,10,0,10,0
hs20765,0,1,0,0,0,2,7,0,10,0,0,10,10,10,10,10,0,10,0
hs4652,0,6,0,0,0,2,1,10,10,0,0,10,4,0,8,10,0,10,10
hs6357,3,10,0,0,0,6,1,0,10,0,0,10,10,1,2,10,0,10,0
hs2482,0,7,0,0,0,3,1,0,10,0,0,10,10,0,6,10,0,10,0
hs11685,0,0,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs18463,0,0,0,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs17161,0,0,0,0,0,5,1,0,10,0,0,10,10,4,4,10,0,10,0
hs18131,0,8,0,0,0,2,1,0,10,0,0,10,10,6,6,10,0,10,0
hs5513,0,2,0,0,0,3,7,0,10,0,0,10,10,3,6,10,0,10,0
hs4941,0,10,0,0,0,3,1,0,10,0,0,10,10,3,7,10,0,10,0
hs3996,0,4,0,0,0,4,1,0,10,0,0,10,10,5,5,10,0,10,0
hs17051,0,4,0,0,0,2,1,10,10,0,0,10,6,7,7,10,0,10,10
hs18915,0,1,0,0,0,1,7,0,10,0,0,10,10,5,5,10,0,10,0
hs3144,0,3,0,0,0,3,1,0,10,0,0,10,10,0,1,10,0,10,0
hs10489,0,2,0,0,0,4,1,0,10,0,0,10,10,5,7,10,0,10,0
hs7510,0,1,0,0,0,5,1,0,10,0,0,10,10,7,8,10,0,10,0
hs2711,0,4,10,10,0,3,1,0,10,0,0,10,10,3,6,10,0,10,0
hs8345,0,1,0,0,0,6,1,0,10,0,0,10,10,5,8,10,0,10,0
hs6526,0,2,0,0,0,3,1,0,10,0,0,10,10,5,8,10,0,10,0
hs2713,0,6,0,0,0,3,7,0,10,0,0,10,10,2,6,10,0,10,0
hs3015,0,4,0,0,0,2,7,0,10,0,0,10,10,0,6,10,0,10,0
hs18860,0,0,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs17297,0,5,0,0,0,0,7,10,10,0,0,10,5,7,8,10,0,10,0
hs14065,0,6,0,0,0,0,7,0,10,0,0,10,10,4,7,10,0,10,0
hs6803,0,4,0,0,0,4,1,0,10,0,0,10,10,3,7,10,0,10,0
hs12159,0,8,0,0,0,2,1,0,10,0,0,10,10,4,7,10,0,10,0
hs12586,0,5,0,0,0,1,7,0,10,0,0,10,10,4,6,10,0,10,0
hs5012,0,8,0,0,0,0,1,0,10,0,0,10,10,2,6,10,0,10,0
hs4467,0,7,0,0,0,0,7,10,10,0,0,10,3,2,6,10,0,10,0
hs5760,0,6,10,0,0,4,1,0,10,0,0,10,10,5,6,10,0,10,0
hs2496,0,7,0,0,0,0,7,10,10,0,0,10,3,4,5,10,0,10,0
hs6711,0,5,0,0,0,2,7,0,10,0,0,10,10,2,7,10,0,10,0
hs16348,0,8,0,0,0,2,1,0,10,0,0,10,10,5,6,10,0,10,0
hs2804,0,7,0,0,0,0,7,0,10,0,0,10,10,0,5,10,0,10,0
hs4696,0,4,0,0,0,3,1,0,10,0,0,10,10,1,3,10,0,10,0
hs6103,0,0,0,0,0,0,7,10,10,0,0,10,10,1,6,10,0,10,0
hs7981,0,2,0,0,0,5,1,0,10,0,0,10,10,3,7,10,0,10,0
hs11450,0,5,0,0,0,0,1,10,10,0,0,10,5,4,7,10,0,10,10
hs825,0,7,0,0,0,1,7,0,10,0,0,10,10,0,3,10,0,10,0
hs415,0,4,0,0,0,1,1,10,10,0,0,10,6,5,8,10,0,10,10
hs11458,0,5,10,0,0,5,7,0,10,0,0,10,10,5,6,10,0,10,0
hs5840,0,3,0,0,0,4,1,0,10,0,0,10,10,6,6,10,0,10,0
hs1104,0,5,0,0,0,2,7,0,10,0,0,10,10,1,7,10,0,10,0
hs628,0,1,0,0,0,5,1,0,10,0,0,10,10,7,8,10,0,10,0
hs18726,0,10,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs1696,0,2,0,0,0,2,1,0,10,0,0,10,10,0,7,10,0,10,0
hs15297,0,5,0,0,0,2,1,10,10,0,0,10,5,5,7,10,0,10,10
hs11852,0,10,0,0,0,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs139,0,8,0,0,0,1,1,0,10,0,0,10,10,0,1,10,0,10,0
hs2875,0,6,0,0,0,2,7,0,10,0,0,10,10,2,5,10,0,10,0
hs16550,0,0,0,0,0,0,1,10,10,0,0,10,10,10,10,10,0,0,0
hs6361,0,7,0,0,0,0,7,0,10,0,0,10,10,0,1,10,0,10,0
hs11472,0,6,0,0,0,2,1,0,10,0,0,10,10,5,6,10,0,10,0
hs19307,0,0,0,0,0,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs15510,1,5,0,0,0,6,1,0,10,0,0,10,10,5,6,10,0,10,0
hs17550,0,3,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10342,0,6,0,0,0,1,7,10,10,0,0,10,4,1,1,10,0,10,0
hs3692,2,7,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10475,0,4,0,0,0,0,1,10,10,0,0,10,6,7,7,10,0,10,10
hs10239,1,4,0,0,0,1,1,10,10,0,0,10,6,5,7,10,0,10,10
hs11867,0,6,0,0,0,0,1,10,10,0,0,10,4,1,4,10,0,10,10
hs3056,0,7,0,0,0,2,1,0,10,0,0,10,10,0,8,10,0,10,0
hs2080,0,6,0,0,0,2,1,0,10,0,0,10,10,6,7,10,0,10,0
hs17551,0,7,0,10,0,1,7,0,10,0,0,10,10,5,6,10,0,10,0
hs15971,0,3,0,0,0,4,1,10,10,0,0,10,7,5,7,10,0,10,10
hs5034,1,9,0,0,0,1,1,0,10,0,0,10,10,2,7,10,0,10,0
hs13000,0,3,0,0,0,3,1,0,10,0,0,10,10,2,4,10,0,10,0
hs1162,0,2,0,0,0,4,1,0,10,0,0,10,10,7,8,10,0,10,0
hs14756,0,0,0,0,0,0,1,0,10,0,0,10,10,10,10,10,0,10,0
hs14037,0,4,0,0,0,0,7,0,10,0,0,10,10,10,10,10,0,10,0
hs16636,0,5,0,0,0,1,1,0,10,0,0,10,10,5,5,10,0,10,0
hs419,3,2,10,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs3212,0,7,0,0,0,0,7,10,10,0,0,10,3,1,6,10,0,10,0
hs9117,0,6,0,0,0,0,7,10,10,0,0,10,4,6,7,10,0,10,0
hs7377,0,3,0,0,0,1,7,0,10,0,0,10,10,7,7,10,0,10,0
hs12508,0,2,0,0,0,5,7,0,10,0,0,10,10,8,8,10,0,10,0
hs2087,1,8,0,0,0,4,1,0,10,0,0,10,10,5,7,10,0,10,0
hs9483,0,0,0,0,0,0,1,10,10,0,0,10,10,10,10,10,0,0,0
hs12433,0,4,0,0,0,2,1,10,10,0,0,10,6,10,10,10,0,10,10
hs12239,0,0,0,0,0,1,1,10,10,0,0,10,10,5,7,10,0,0,10
hs4026,7,4,0,0,10,5,0,0,10,0,0,10,10,0,7,10,0,10,0
hs4086,3,8,0,0,10,5,0,0,10,0,0,10,10,0,6,10,0,10,0
hs645,0,7,0,0,0,1,1,0,10,0,0,10,10,0,6,10,0,10,0
hs15659,0,8,0,0,0,2,1,0,10,0,0,10,10,6,6,10,0,10,0
hs19449,0,10,0,0,0,0,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10392,0,7,0,0,0,0,1,10,10,0,0,10,3,8,8,10,0,10,10
hs1432,0,6,0,0,0,1,7,0,10,0,0,10,10,0,3,10,0,10,0
hs12688,0,3,0,0,0,3,1,0,10,0,0,10,10,4,4,10,0,10,0
hs688,0,6,0,0,0,1,7,0,10,0,0,10,10,3,7,10,0,10,0
hs1440,0,8,0,0,0,0,7,10,10,0,0,10,2,3,7,10,0,10,0
hs7985,2,3,0,0,0,5,1,0,10,0,0,10,10,2,6,10,0,10,0
hs1448,0,6,0,0,0,2,1,0,10,0,0,10,10,5,8,10,0,10,0
hs6946,0,0,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11167,0,0,0,0,0,2,1,0,10,0,0,10,10,4,8,10,0,10,0
hs8065,0,3,0,0,0,3,1,0,10,0,0,10,10,2,7,10,0,10,0
hs8946,0,0,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs4852,0,10,0,0,10,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs3782,0,8,0,0,0,0,7,0,10,0,0,10,10,0,7,10,0,10,0
hs16667,0,7,10,0,0,0,7,10,10,0,0,10,3,5,5,10,0,10,0
hs2585,0,7,0,0,0,1,1,0,10,0,0,10,10,0,5,10,0,10,0
hs12930,0,5,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs828,0,7,0,0,0,0,7,10,10,0,0,10,3,0,7,10,0,10,0
hs1252,0,4,0,0,0,4,1,0,10,0,0,10,10,1,6,10,0,10,0
hs309,1,7,0,10,10,4,1,0,10,0,0,10,10,2,7,10,0,10,0
hs537,0,7,0,0,0,3,7,0,10,0,0,10,10,0,6,10,0,10,0
hs1471,0,10,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs14429,0,4,0,0,0,0,7,10,10,0,0,10,6,10,10,10,0,10,0
hs14378,0,10,0,0,0,0,1,10,10,0,0,10,0,7,8,10,0,10,10
hs3395,1,2,0,10,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs17043,0,2,0,0,0,3,1,0,10,0,0,10,10,4,7,10,0,10,0
hs5969,0,5,0,0,0,1,1,0,10,0,0,10,10,7,8,10,0,10,0
hs3737,0,3,0,0,0,2,1,0,10,0,0,10,10,7,8,10,0,10,0
hs3267,0,7,0,0,0,1,7,0,10,0,0,10,10,0,1,10,0,10,0
hs344,0,2,0,0,0,1,7,10,10,0,0,10,8,10,10,10,0,10,0
hs2510,0,2,0,0,0,6,1,0,10,0,0,10,10,4,7,10,0,10,0
hs3358,0,10,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8025,0,1,0,0,10,5,1,0,10,0,0,10,10,7,8,10,0,10,0
hs1429,0,2,0,0,0,3,1,0,10,0,0,10,10,7,8,10,0,10,0
hs6858,0,4,0,0,0,3,1,10,10,0,0,10,6,2,7,10,0,10,10
hs2654,0,1,0,0,0,3,7,0,10,0,0,10,10,0,6,10,0,10,0
hs663,0,4,0,0,0,4,1,0,10,0,0,10,10,0,6,10,0,10,0
hs3812,0,3,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs1276,0,3,0,0,10,4,1,0,10,0,0,10,10,0,6,10,0,10,0
hs3480,0,10,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs1699,0,2,0,0,0,5,1,10,10,0,0,10,8,6,8,10,0,10,10
hs333,1,2,0,10,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs10646,1,3,0,10,0,6,1,0,10,0,0,10,10,6,7,10,0,10,0
hs213,0,0,0,0,0,6,1,0,10,0,0,10,10,6,7,10,0,10,0
hs958,0,2,0,0,0,5,1,0,10,0,0,10,10,3,6,10,0,10,0
hs2337,0,0,0,0,0,10,1,0,10,0,0,10,10,0,7,10,0,10,0
hs15781,0,3,0,0,10,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs3344,0,3,0,0,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs1856,1,7,10,0,0,4,1,0,10,0,0,10,10,7,8,10,0,10,0
hs17152,0,6,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
