name,question_1,question_2,question_4,question_5,question_6,question_7,question_8,question_9,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_18,question_19,question_20
hs14940,0,3,0,0,0,3,1,10,10,0,0,10,7,5,7,10,0,10,10
hs8160,1,5,10,0,0,5,1,0,10,0,0,10,10,3,3,10,0,10,0
hs12334,1,6,0,0,0,5,1,0,10,0,0,10,10,5,7,10,0,10,0
hs10901,0,1,10,0,0,6,0,0,10,0,0,10,10,3,7,10,0,10,0
hs9450,0,3,0,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs15588,0,0,0,0,0,10,0,0,10,0,0,10,10,4,5,10,0,10,0
hs15511,0,5,0,0,10,10,0,0,10,0,0,10,10,4,5,10,0,10,0
hs3809,0,5,0,0,0,5,0,0,10,0,0,10,10,7,8,10,0,10,0
hs15194,0,0,0,0,0,10,0,0,10,0,0,10,10,3,3,10,0,10,0
hs7085,1,2,10,0,0,10,1,0,10,0,0,10,10,3,3,10,0,10,0
hs12212,0,0,0,0,0,6,1,0,10,0,0,10,10,3,5,10,0,10,0
hs18218,0,1,0,0,0,3,1,0,10,0,0,10,10,7,7,10,0,10,0
hs411,0,5,0,0,0,5,1,0,10,0,0,10,10,1,5,10,0,10,0
hs9479,0,3,0,0,0,6,1,0,10,0,0,10,10,3,6,10,0,10,0
hs8878,1,1,10,0,0,4,0,0,10,0,0,10,10,3,3,10,0,10,0
hs12280,1,3,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs7116,0,0,0,0,0,5,1,0,10,0,0,10,10,8,8,10,0,10,0
hs1577,0,3,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs3696,1,4,0,10,0,10,1,0,10,0,0,10,10,2,4,10,0,10,0
hs13749,0,3,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs21321,1,1,0,10,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs12041,4,3,10,0,0,6,1,0,10,0,0,10,10,3,5,10,0,10,0
hs428,1,1,0,10,0,10,0,0,10,0,0,10,10,0,2,10,0,10,0
hs10381,2,5,0,0,0,10,0,0,10,0,0,10,10,2,5,10,0,10,0
hs3617,2,1,0,10,0,6,0,0,10,0,0,10,10,5,6,10,0,10,0
hs1400,0,1,0,0,0,4,0,0,10,0,0,10,10,0,5,10,0,10,0
hs10602,0,3,0,0,0,5,0,0,10,0,0,10,10,3,3,10,0,10,0
hs10217,0,1,0,10,0,5,0,0,10,0,0,10,10,3,3,10,0,10,0
hs15414,0,6,0,0,0,10,1,0,10,0,0,10,10,3,5,10,0,10,0
hs7927,1,5,0,0,0,5,1,0,10,0,0,10,10,2,5,10,0,10,0
hs7969,1,5,0,0,0,6,1,0,10,0,0,10,10,2,6,10,0,10,0
hs7803,1,5,0,0,0,6,1,0,10,0,0,10,10,3,5,10,0,10,0
hs11646,0,1,0,0,0,10,1,0,10,0,0,10,10,3,6,10,0,10,0
hs10375,0,0,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs2129,0,5,10,0,0,5,1,0,10,0,0,10,10,6,6,10,0,10,0
hs6987,0,3,0,0,0,10,0,0,10,0,0,10,10,4,4,10,0,10,0
hs5047,2,5,0,0,0,6,0,0,10,0,0,10,10,7,7,10,0,10,0
hs16168,0,8,0,0,0,5,1,0,10,0,0,10,10,4,5,10,0,10,0
hs15980,1,5,0,0,0,5,1,0,10,0,0,10,10,4,5,10,0,10,0
hs22,0,7,0,0,0,2,1,0,10,0,0,10,10,0,6,10,0,10,0
hs15284,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs8173,2,2,0,10,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs3067,3,4,0,10,10,10,0,0,10,0,0,10,10,5,7,10,0,10,0
hs16513,0,1,0,0,10,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs3795,0,0,0,0,0,10,0,0,10,0,0,10,10,1,5,10,0,10,0
hs9889,2,1,0,10,0,6,1,0,10,0,0,10,10,5,7,10,0,10,0
hs6245,0,0,0,0,0,10,0,0,10,0,0,10,10,5,5,10,0,10,0
hs11590,0,0,0,0,0,10,0,0,10,0,0,10,10,2,7,10,0,10,0
hs15130,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs17641,0,2,0,0,10,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs1592,0,5,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs16275,0,2,0,10,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs2987,2,5,0,0,0,5,1,0,10,0,0,10,10,0,0,10,0,10,0
hs1814,0,4,0,0,0,10,0,0,10,0,0,10,10,0,6,10,0,10,0
hs2691,1,7,0,0,0,10,0,0,10,0,0,10,10,0,6,10,0,10,0
hs2268,2,1,0,10,0,10,0,0,10,0,0,10,10,4,6,10,0,10,0
hs12249,7,6,10,0,10,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs5818,0,0,0,0,0,10,0,0,10,0,0,10,10,1,4,10,0,10,0
hs19278,0,2,0,0,0,10,1,0,10,0,0,10,10,5,6,10,0,10,0
hs16172,0,2,0,0,0,10,1,0,10,0,0,10,10,3,3,10,0,10,0
hs2729,0,6,0,0,0,10,1,0,10,0,0,10,10,2,5,10,0,10,0
hs778,0,2,10,0,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs6322,0,6,0,0,0,10,1,0,10,0,0,10,10,5,8,10,0,10,0
hs3597,0,0,0,0,0,10,1,0,10,0,0,10,10,1,4,10,0,10,0
hs11885,0,0,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs3576,0,0,0,0,0,10,1,0,10,0,0,10,10,4,4,10,0,10,0
hs12328,0,8,0,0,0,2,7,0,10,0,0,10,10,1,7,10,0,10,0
hs9316,0,0,0,0,0,10,1,0,10,0,0,10,10,5,6,10,0,10,0
hs19085,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs13330,0,2,0,0,0,4,1,0,10,0,0,10,10,2,5,10,0,10,0
hs4337,4,4,0,0,0,4,0,10,0,0,0,10,6,1,8,10,0,10,10
hs9410,1,7,0,10,10,6,0,0,10,0,0,10,10,6,7,10,0,10,0
hs12379,0,0,0,0,0,10,0,0,10,0,0,10,10,3,3,10,0,10,0
hs7261,2,9,0,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs664,0,0,0,0,0,10,1,0,10,0,0,10,10,2,7,10,0,10,0
hs6717,0,0,0,0,0,10,1,0,10,0,0,10,10,4,8,10,0,10,0
hs188,0,1,0,10,0,5,1,0,10,0,0,10,10,0,5,10,0,10,0
hs16931,0,5,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs8574,1,0,0,0,0,10,1,0,10,0,0,10,10,4,4,10,0,10,0
hs9455,1,8,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs9221,2,5,0,0,0,5,1,0,10,0,0,10,10,3,3,10,0,10,0
hs13192,0,0,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs10185,7,8,10,10,10,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs5618,2,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs8734,0,1,0,0,0,10,0,0,10,0,0,10,10,3,5,10,0,10,0
hs11945,0,0,0,0,0,10,1,0,10,0,0,10,10,2,7,10,0,10,0
hs20715,3,3,10,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs15367,3,3,10,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs19866,0,0,0,0,0,6,1,0,10,0,0,10,10,5,6,10,0,10,0
hs2656,0,2,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs1905,0,0,0,0,0,10,0,0,10,0,0,10,10,3,3,10,0,10,0
hs1336,7,6,0,10,0,6,0,0,10,0,0,10,10,1,7,10,0,10,0
hs8652,0,3,0,0,0,4,1,0,10,0,0,10,10,3,6,10,0,10,0
hs16829,3,5,0,0,0,6,0,0,10,0,0,10,10,7,8,10,0,10,0
hs6533,1,3,10,10,0,4,1,10,10,0,0,10,7,3,3,10,0,10,10
hs7829,0,0,0,0,0,10,1,0,10,0,0,10,10,4,6,10,0,10,0
hs9923,0,0,0,0,0,10,0,0,10,0,0,10,10,3,6,10,0,10,0
hs4724,2,7,0,0,0,4,1,0,10,0,0,10,10,2,7,10,0,10,0
hs1430,0,5,0,0,0,6,1,0,10,0,0,10,10,5,7,10,0,10,0
hs2143,0,2,0,0,0,6,0,0,10,0,0,10,10,6,7,10,0,10,0
hs2395,0,0,0,0,0,10,1,0,10,0,0,10,10,6,8,10,0,10,0
hs1790,2,8,0,0,0,5,1,0,10,0,0,10,10,0,3,10,0,10,0
hs11678,0,2,0,0,0,10,1,0,10,0,0,10,10,5,7,10,0,10,0
hs1279,0,0,0,0,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs4934,3,8,10,10,0,6,0,0,10,0,0,10,10,2,7,10,0,10,0
hs4931,2,0,0,10,0,10,0,0,10,0,0,10,10,0,5,10,0,10,0
hs904,0,2,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs843,0,0,0,0,0,6,1,0,10,0,0,10,10,7,7,10,0,10,0
hs3356,0,0,0,0,0,10,1,0,10,0,0,10,10,0,4,10,0,10,0
hs15940,0,0,0,0,0,10,0,0,10,0,0,10,10,5,7,10,0,10,0
hs675,1,6,0,0,0,4,0,0,10,0,0,10,10,0,4,10,0,10,0
hs12285,0,1,0,0,0,6,1,0,10,0,0,10,10,5,6,10,0,10,0
hs15673,1,4,0,0,0,6,1,0,10,0,0,10,10,3,7,10,0,10,0
hs17645,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs936,0,0,0,0,0,6,1,0,10,0,0,10,10,7,8,10,0,10,0
hs817,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs2115,0,1,0,10,0,10,1,0,10,0,0,10,10,0,6,10,0,10,0
hs7365,0,0,0,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs10764,1,4,0,0,0,6,1,0,10,0,0,10,10,7,8,10,0,10,0
hs18812,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs1124,1,6,0,0,0,6,1,0,10,0,0,10,10,0,6,10,0,10,0
hs10270,1,5,0,0,0,4,1,0,10,0,0,10,10,3,4,10,0,10,0
hs10014,0,7,0,0,0,4,0,0,10,0,0,10,10,1,4,10,0,10,0
hs18607,0,5,0,0,0,2,7,10,10,0,0,10,5,6,6,10,0,10,0
hs1413,0,4,0,0,0,10,1,0,10,0,0,10,10,0,1,10,0,10,0
hs11272,1,1,0,0,0,6,1,0,10,0,0,10,10,7,8,10,0,10,0
hs12545,0,1,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs6941,0,1,0,0,0,10,1,0,10,0,0,10,10,4,7,10,0,10,0
hs18588,0,1,0,0,0,6,0,0,10,0,0,10,10,6,7,10,0,10,0
hs826,0,1,0,0,0,6,0,0,10,0,0,10,10,1,7,10,0,10,0
hs492,3,5,0,10,10,6,1,0,10,0,0,10,10,0,1,10,0,10,0
hs13728,1,3,0,0,0,10,0,0,10,0,0,10,10,2,7,10,0,10,0
hs17956,0,0,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs7394,0,1,0,0,0,10,1,0,10,0,0,10,10,1,3,10,0,10,0
hs21358,6,10,10,0,10,10,10,0,10,0,0,10,10,7,7,10,0,10,0
hs21245,10,6,10,10,0,10,10,0,10,0,0,10,10,7,7,10,0,10,0
hs1837,0,0,0,0,0,10,1,0,10,0,0,10,10,1,7,10,0,10,0
hs10686,0,10,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10271,1,2,10,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs6374,0,7,0,0,0,6,1,0,10,0,0,10,10,6,8,10,0,10,0
hs6688,1,0,0,0,0,6,0,0,10,0,0,10,10,1,6,10,0,10,0
hs19857,0,0,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs16174,0,0,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs21835,0,1,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs1727,0,0,0,0,0,10,1,0,10,0,0,10,10,0,2,10,0,10,0
hs14423,0,0,0,0,0,10,1,0,10,0,0,10,10,2,2,10,0,10,0
hs2498,0,0,0,0,0,6,1,0,10,0,0,10,10,0,2,10,0,10,0
hs18225,0,0,0,0,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs2038,0,0,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs2633,1,1,0,0,0,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs3134,5,5,10,10,0,10,0,0,10,0,0,10,10,7,8,10,0,10,0
hs20834,0,0,0,10,0,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs16234,6,9,0,0,10,5,0,0,10,0,0,10,10,6,6,10,0,10,0
hs18084,1,2,10,10,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs298,2,2,10,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11365,0,2,0,0,0,4,1,10,10,0,0,10,8,4,7,10,0,10,10
hs7111,0,0,0,0,0,10,1,0,10,0,0,10,10,2,7,10,0,10,0
hs10311,3,3,0,0,0,4,7,0,10,0,0,10,10,3,7,10,0,10,0
hs8773,1,2,10,0,0,5,1,0,10,0,0,10,10,3,7,10,0,10,0
hs19153,1,2,0,0,0,4,1,10,10,0,0,10,8,6,7,10,0,10,10
hs5235,0,0,0,0,0,6,1,0,10,0,0,10,10,1,5,10,0,10,0
hs11160,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs18750,0,0,0,0,0,10,1,0,10,0,0,10,10,5,5,10,0,10,0
hs15770,2,7,0,0,0,4,1,0,10,0,0,10,10,6,7,10,0,10,0
hs7272,0,0,0,0,0,10,0,0,10,0,0,10,10,4,4,10,0,10,0
hs8223,0,2,0,0,0,10,0,0,10,0,0,10,10,4,4,10,0,10,0
hs3948,0,0,0,0,0,10,0,0,10,0,0,10,10,3,6,10,0,10,0
hs9851,0,0,0,0,0,5,1,10,10,0,0,10,10,10,10,10,0,10,10
hs766,0,1,0,0,0,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs10945,1,2,0,0,0,5,1,0,10,0,0,10,10,5,7,10,0,10,0
hs17232,0,0,0,0,0,10,0,0,10,0,0,10,10,5,7,10,0,10,0
hs8166,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs12765,0,0,0,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs19640,0,0,0,0,0,10,0,0,10,0,0,10,10,5,5,10,0,10,0
hs3292,0,0,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs14315,0,0,0,0,0,10,0,0,10,0,0,10,10,2,2,10,0,10,0
hs14307,0,0,0,0,0,10,0,0,10,0,0,10,10,2,2,10,0,10,0
hs11614,0,0,0,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs7077,0,0,0,0,0,10,10,0,10,0,0,10,10,10,10,10,0,10,0
hs11510,0,0,0,0,0,10,10,0,10,0,0,10,10,1,2,10,0,10,0
hs16111,0,2,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs4262,2,4,0,10,0,5,1,0,10,0,0,10,10,1,6,10,0,10,0
hs6319,0,0,0,0,0,10,1,0,10,0,0,10,10,3,3,10,0,10,0
hs1791,0,0,0,0,0,6,1,0,10,0,0,10,10,1,6,10,0,10,0
hs4568,0,1,0,0,0,10,0,0,10,0,0,10,10,5,7,10,0,10,0
hs6149,0,2,0,0,0,6,1,0,10,0,0,10,10,4,4,10,0,10,0
hs741,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs16739,0,1,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs17976,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8466,0,1,0,0,10,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8236,0,0,0,0,0,10,1,0,10,0,0,10,10,2,7,10,0,10,0
hs7078,10,10,10,10,10,10,10,0,10,0,0,10,10,2,5,10,0,10,0
hs12603,10,10,10,10,10,10,10,0,10,0,0,10,10,4,7,10,0,10,0
hs259,3,5,0,0,0,6,0,10,0,0,0,10,5,0,5,10,0,10,10
hs4520,6,6,0,10,10,10,0,0,10,0,0,10,10,4,7,10,0,10,0
hs10831,0,1,0,0,0,5,1,0,10,0,0,10,10,4,6,10,0,10,0
hs6846,0,0,0,0,0,6,1,0,10,0,0,10,10,1,3,10,0,10,0
hs7809,7,7,0,0,10,10,0,0,10,0,0,10,10,1,7,10,0,10,0
hs7812,2,7,0,0,0,5,0,10,0,0,0,10,3,1,7,10,0,10,10
hs5731,2,1,0,0,0,10,0,0,10,0,0,10,10,3,4,10,0,10,0
hs11389,0,0,0,0,0,10,0,0,10,0,0,10,10,2,3,10,0,10,0
hs7417,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs5296,1,5,0,0,0,10,0,0,10,0,0,10,10,1,2,10,0,10,0
hs3872,1,1,0,0,0,6,0,0,10,0,0,10,10,4,6,10,0,10,0
hs2751,0,1,0,0,10,6,1,0,10,0,0,10,10,0,1,10,0,10,0
hs18002,0,10,0,10,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs16302,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs14370,0,0,0,0,0,10,0,0,10,0,0,10,10,5,6,10,0,10,0
hs17809,0,2,0,0,0,4,1,10,10,0,0,10,8,6,7,10,0,10,10
hs3910,0,2,0,0,0,5,1,0,10,0,0,10,10,1,4,10,0,10,0
hs10520,0,1,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs10934,1,3,10,0,0,5,1,0,10,0,0,10,10,6,6,10,0,10,0
hs14215,0,5,0,0,0,5,1,0,10,0,0,10,10,2,6,10,0,10,0
hs17376,0,0,0,10,0,6,1,10,10,0,0,10,10,10,10,10,0,10,10
hs5704,4,4,0,0,0,6,1,0,10,0,0,10,10,1,1,10,0,10,0
hs12226,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs20646,0,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs3918,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs5031,3,0,0,10,0,10,1,0,10,0,0,10,10,0,2,10,0,10,0
hs17044,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs16858,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs12491,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11299,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs5976,0,1,0,0,0,6,0,10,0,0,0,10,9,6,6,10,0,10,10
hs1929,0,0,0,0,0,10,1,0,10,0,0,10,10,3,6,10,0,10,0
hs12501,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs21693,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs15307,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs14941,3,6,0,0,0,4,1,10,10,0,0,10,4,10,10,10,0,10,10
hs5468,0,2,10,0,0,10,1,0,10,0,0,10,10,1,6,10,0,10,0
hs20983,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs9712,0,0,0,0,0,10,0,0,10,0,0,10,10,3,3,10,0,10,0
hs4524,0,0,0,0,0,10,1,0,10,0,0,10,10,2,6,10,0,10,0
hs15873,2,6,10,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs15174,0,4,0,0,0,6,0,0,10,0,0,10,10,5,7,10,0,10,0
hs4898,1,5,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs430,0,3,0,0,0,4,1,0,10,0,0,10,10,0,6,10,0,10,0
hs3859,0,1,0,0,0,6,0,0,10,0,0,10,10,1,1,10,0,10,0
hs3331,1,3,10,0,10,6,0,0,10,0,0,10,10,7,8,10,0,10,0
hs627,0,1,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs922,0,0,0,0,0,10,0,0,10,0,0,10,10,1,7,10,0,10,0
hs10479,0,0,0,10,0,10,0,0,10,0,0,10,10,3,5,10,0,10,0
hs4842,0,0,0,0,0,10,0,0,10,0,0,10,10,7,8,10,0,10,0
hs7449,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs21911,0,0,0,0,0,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs12061,0,0,0,0,0,6,1,0,10,0,0,10,10,7,7,10,0,10,0
hs17037,0,1,0,0,0,6,1,0,10,0,0,10,10,4,7,10,0,10,0
hs20774,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs16775,4,3,0,0,10,6,0,10,0,0,0,10,7,4,6,10,0,10,10
hs14245,0,4,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs18605,3,5,0,0,0,6,9,0,10,0,0,10,10,10,10,10,0,10,0
hs12776,5,3,0,0,10,6,9,0,10,0,0,10,10,3,7,10,0,10,0
hs12605,5,3,0,0,10,6,9,0,10,0,0,10,10,3,7,10,0,10,0
hs20193,3,6,0,0,0,6,9,0,10,0,0,10,10,10,10,10,0,10,0
hs16693,0,2,0,0,0,5,1,0,10,0,0,10,10,6,7,10,0,10,0
hs16795,1,1,10,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs4997,0,0,0,0,0,6,0,0,10,0,0,10,10,1,1,10,0,10,0
hs221,1,2,0,0,0,5,1,0,10,0,0,10,10,0,5,10,0,10,0
hs2645,0,0,0,0,0,6,1,0,10,0,0,10,10,0,1,10,0,10,0
hs599,1,0,0,0,0,10,0,0,10,0,0,10,10,1,7,10,0,10,0
hs8261,0,0,0,0,0,4,0,0,10,0,0,10,10,3,6,10,0,10,0
hs10323,3,3,0,0,0,5,0,0,10,0,0,10,10,5,6,10,0,10,0
hs849,0,0,0,0,0,10,0,0,10,0,0,10,10,0,6,10,0,10,0
hs746,0,0,0,0,0,10,0,0,10,0,0,10,10,0,6,10,0,10,0
hs22062,3,8,0,0,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs8078,2,3,10,0,0,5,0,0,10,0,0,10,10,10,10,10,0,10,0
hs1875,1,4,0,0,0,4,0,10,0,0,0,10,6,0,3,10,0,10,10
hs5526,1,2,0,0,0,10,0,0,10,0,0,10,10,5,7,10,0,10,0
hs12819,0,0,0,0,0,10,1,0,10,0,0,10,10,4,7,10,0,10,0
hs21560,5,6,10,0,10,10,0,0,10,0,0,10,10,6,6,10,0,10,0
hs9935,0,0,0,0,0,6,0,0,10,0,0,10,10,4,5,10,0,10,0
hs7660,0,0,0,0,0,10,0,0,10,0,0,10,10,2,6,10,0,10,0
hs1794,5,3,0,0,10,6,0,10,0,0,0,10,7,7,7,10,0,10,10
hs11980,3,6,0,0,10,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs11769,0,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs2269,0,0,0,0,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs4102,0,0,0,0,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs3011,0,0,0,0,0,5,0,0,10,0,0,10,10,10,10,10,0,10,0
hs3784,0,0,0,0,0,6,0,0,10,0,0,10,10,10,10,10,0,10,0
hs3257,0,0,0,0,0,4,0,10,0,0,10,10,10,10,10,10,0,10,0
hs13945,0,0,0,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs2766,0,1,0,0,0,6,0,0,10,0,0,10,10,0,4,10,0,10,0
hs7694,3,8,0,0,10,10,0,0,10,0,0,10,10,2,4,10,0,10,0
hs18182,0,0,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs17897,0,2,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs1765,6,9,0,10,10,6,0,0,10,0,0,10,10,0,6,10,0,10,0
hs10670,0,0,0,0,0,10,0,0,10,0,0,10,10,3,6,10,0,10,0
hs12064,3,10,0,10,10,6,0,0,10,0,0,10,10,3,6,10,0,10,0
hs9321,6,10,10,10,10,10,0,0,10,0,0,10,10,3,5,10,0,10,0
hs1653,0,0,0,0,0,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs16262,3,2,0,0,0,6,0,10,0,0,0,10,8,7,8,10,0,10,10
hs19792,2,4,0,0,0,10,0,0,10,0,0,10,10,6,7,10,0,10,0
hs9863,1,2,0,0,0,10,0,0,10,0,0,10,10,5,5,10,0,10,0
hs6835,0,0,0,0,0,10,0,0,10,0,0,10,10,2,5,10,0,10,0
hs1419,0,0,0,0,0,6,1,0,10,0,0,10,10,0,6,10,0,10,0
hs11990,1,9,0,0,0,3,1,0,10,0,0,10,10,3,3,10,0,10,0
hs1272,0,1,0,0,0,10,0,0,10,0,0,10,10,0,7,10,0,10,0
hs789,0,0,0,0,0,10,1,0,10,0,0,10,10,5,6,10,0,10,0
hs6179,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8512,0,1,0,10,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs189,2,3,0,10,0,10,1,0,10,0,0,10,10,0,1,10,0,10,0
hs18076,1,0,0,0,0,6,1,0,10,0,0,10,10,4,6,10,0,10,0
hs19098,0,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs8095,0,1,0,0,0,10,1,0,10,0,0,10,10,4,7,10,0,10,0
hs16153,0,3,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11598,0,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs15304,0,2,0,0,0,10,1,0,10,0,0,10,10,5,6,10,0,10,0
hs6218,5,0,10,0,0,10,0,0,10,0,0,10,10,2,5,10,0,10,0
hs21077,3,3,0,0,10,4,0,0,10,0,0,10,10,10,10,10,0,10,0
hs21852,1,0,0,0,10,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs13729,0,1,0,0,0,6,0,0,10,0,0,10,10,3,7,10,0,10,0
hs11845,1,0,0,10,0,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs3538,8,10,0,10,10,6,0,0,10,0,0,10,10,0,4,10,0,10,0
hs3761,4,10,10,10,10,10,0,0,10,0,0,10,10,1,5,10,0,10,0
hs17659,0,2,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs6680,0,2,0,0,0,6,1,0,10,0,0,10,10,0,6,10,0,10,0
hs1458,0,3,0,0,0,10,0,0,10,0,0,10,10,2,7,10,0,10,0
hs886,1,2,0,0,0,10,1,0,10,0,0,10,10,3,6,10,0,10,0
hs3876,3,4,0,0,0,6,1,0,10,0,0,10,10,1,4,10,0,10,0
hs2416,0,1,0,0,0,6,1,0,10,0,0,10,10,0,1,10,0,10,0
hs332,5,6,10,0,10,10,1,0,10,0,0,10,10,0,4,10,0,10,0
hs14228,0,2,0,0,0,6,1,0,10,0,0,10,10,5,6,10,0,10,0
hs2340,0,0,0,0,0,5,1,0,10,0,0,10,10,0,6,10,0,10,0
hs820,0,6,0,0,0,5,1,0,10,0,0,10,10,0,7,10,0,10,0
